sender_id,receiver_id,timestamp,message_length,id_x,sender_department,sender_location,sender_age,id_y,receiver_department,receiver_location,receiver_age,month
128,542,2021-06-16 11:47:15,22,128,Sales,France,47,542,Sales,Germany,45,6
128,542,2021-06-16 12:05:24,21,128,Sales,France,47,542,Sales,Germany,45,6
128,542,2021-06-16 12:05:36,46,128,Sales,France,47,542,Sales,Germany,45,6
752,278,2021-06-16 19:04:19,29,752,Admin,France,57,278,Admin,Germany,24,6
422,297,2021-06-16 19:10:14,72,422,Sales,Brasil,43,297,Operations,US,22,6
177,514,2021-06-16 19:30:46,12,177,Operations,Brasil,39,514,Engineering,US,51,6
586,309,2021-06-16 19:46:44,55,586,Operations,France,38,309,Operations,US,38,6
586,309,2021-06-16 19:49:07,43,586,Operations,France,38,309,Operations,US,38,6
598,342,2021-06-16 19:55:09,13,598,Operations,US,38,342,Engineering,Brasil,50,6
586,784,2021-06-16 21:06:56,31,586,Operations,France,38,784,Engineering,US,38,6
605,734,2021-06-16 21:08:19,19,605,Admin,France,31,734,Sales,France,49,6
586,598,2021-06-16 21:10:30,67,586,Operations,France,38,598,Operations,US,38,6
337,649,2021-06-16 21:13:10,81,337,Sales,US,37,649,Sales,US,37,6
509,364,2021-06-16 21:13:39,15,509,Admin,US,39,364,Sales,Germany,40,6
337,769,2021-06-16 21:13:52,53,337,Sales,US,37,769,Admin,US,34,6
586,534,2021-06-16 21:15:54,79,586,Operations,France,38,534,Admin,US,38,6
586,244,2021-06-16 21:17:36,17,586,Operations,France,38,244,Sales,US,52,6
128,629,2021-06-16 21:27:37,50,128,Sales,France,47,629,IT,US,38,6
509,364,2021-06-16 21:44:22,67,509,Admin,US,39,364,Sales,Germany,40,6
509,316,2021-06-16 21:44:43,19,509,Admin,US,39,316,Admin,France,27,6
509,454,2021-06-16 21:45:18,20,509,Admin,US,39,454,Admin,US,47,6
725,719,2021-06-16 21:45:24,76,725,Sales,Germany,30,719,Sales,US,42,6
605,617,2021-06-16 21:48:30,23,605,Admin,France,31,617,Operations,US,52,6
605,337,2021-06-16 21:49:22,81,605,Admin,France,31,337,Sales,US,37,6
605,332,2021-06-16 21:50:49,34,605,Admin,France,31,332,Operations,US,40,6
128,687,2021-06-16 21:54:14,61,128,Sales,France,47,687,Sales,US,36,6
128,372,2021-06-16 22:05:45,57,128,Sales,France,47,372,Operations,France,49,6
705,788,2021-06-16 22:22:19,58,705,Admin,US,59,788,Marketing,US,57,6
705,788,2021-06-16 22:23:06,76,705,Admin,US,59,788,Marketing,US,57,6
705,803,2021-06-16 22:29:05,50,705,Admin,US,59,803,Sales,US,52,6
705,803,2021-06-16 22:29:21,87,705,Admin,US,59,803,Sales,US,52,6
752,502,2021-06-16 22:31:22,50,752,Admin,France,57,502,Sales,US,57,6
586,804,2021-06-16 22:33:57,49,586,Operations,France,38,804,Sales,US,48,6
483,325,2021-06-16 23:14:19,11,483,Sales,France,25,325,Engineering,US,38,6
483,583,2021-06-16 23:14:39,21,483,Sales,France,25,583,IT,Germany,33,6
483,583,2021-06-16 23:14:52,44,483,Sales,France,25,583,IT,Germany,33,6
483,194,2021-06-16 23:15:06,62,483,Sales,France,25,194,Admin,US,28,6
483,782,2021-06-16 23:16:43,53,483,Sales,France,25,782,IT,Brasil,37,6
317,343,2021-06-16 23:47:14,17,317,Operations,US,37,343,Sales,France,36,6
483,325,2021-06-16 23:59:38,21,483,Sales,France,25,325,Engineering,US,38,6
128,372,2021-06-17 00:03:36,56,128,Sales,France,47,372,Operations,France,49,6
605,341,2021-06-17 00:47:23,20,605,Admin,France,31,341,IT,France,25,6
586,504,2021-06-17 00:49:19,35,586,Operations,France,38,504,Operations,France,22,6
469,806,2021-06-17 01:07:45,69,469,Operations,France,54,806,Sales,US,39,6
605,617,2021-06-17 01:16:13,65,605,Admin,France,31,617,Operations,US,52,6
605,617,2021-06-17 01:18:32,46,605,Admin,France,31,617,Operations,US,52,6
605,617,2021-06-17 01:23:38,54,605,Admin,France,31,617,Operations,US,52,6
605,272,2021-06-17 01:24:57,61,605,Admin,France,31,272,Operations,US,47,6
705,299,2021-06-17 01:32:55,73,705,Admin,US,59,299,Admin,Germany,47,6
586,244,2021-06-17 01:34:30,66,586,Operations,France,38,244,Sales,US,52,6
586,183,2021-06-17 01:36:06,53,586,Operations,France,38,183,Operations,US,50,6
586,504,2021-06-17 01:45:24,63,586,Operations,France,38,504,Operations,France,22,6
586,244,2021-06-17 02:20:28,58,586,Operations,France,38,244,Sales,US,52,6
586,244,2021-06-17 02:21:23,72,586,Operations,France,38,244,Sales,US,52,6
605,734,2021-06-17 02:28:03,28,605,Admin,France,31,734,Sales,France,49,6
705,712,2021-06-17 03:28:52,40,705,Admin,US,59,712,Operations,Brasil,54,6
705,712,2021-06-17 03:28:58,59,705,Admin,US,59,712,Operations,Brasil,54,6
815,364,2021-06-17 03:31:33,32,815,Operations,US,36,364,Sales,Germany,40,6
586,244,2021-06-17 04:06:01,18,586,Operations,France,38,244,Sales,US,52,6
586,815,2021-06-17 04:07:59,76,586,Operations,France,38,815,Operations,US,36,6
586,816,2021-06-17 04:08:28,74,586,Operations,France,38,816,Marketing,Brasil,57,6
725,547,2021-06-17 04:35:35,55,725,Sales,Germany,30,547,Admin,France,45,6
389,598,2021-06-17 04:36:08,25,389,Sales,France,39,598,Operations,US,38,6
389,448,2021-06-17 04:42:00,26,389,Sales,France,39,448,Admin,UK,25,6
389,640,2021-06-17 04:44:49,39,389,Sales,France,39,640,Admin,US,24,6
725,547,2021-06-17 04:46:22,66,725,Sales,Germany,30,547,Admin,France,45,6
725,547,2021-06-17 04:53:31,70,725,Sales,Germany,30,547,Admin,France,45,6
128,372,2021-06-17 05:16:23,57,128,Sales,France,47,372,Operations,France,49,6
605,734,2021-06-17 05:24:56,88,605,Admin,France,31,734,Sales,France,49,6
605,74,2021-06-17 05:25:46,35,605,Admin,France,31,74,Admin,France,45,6
605,734,2021-06-17 05:27:51,44,605,Admin,France,31,734,Sales,France,49,6
389,29,2021-06-17 05:31:19,66,389,Sales,France,39,29,Admin,France,33,6
605,272,2021-06-17 05:32:33,44,605,Admin,France,31,272,Operations,US,47,6
605,272,2021-06-17 05:37:46,43,605,Admin,France,31,272,Operations,US,47,6
605,32,2021-06-17 05:46:25,21,605,Admin,France,31,32,Sales,UK,54,6
705,299,2021-06-17 05:55:08,14,705,Admin,US,59,299,Admin,Germany,47,6
605,224,2021-06-17 05:55:59,33,605,Admin,France,31,224,Sales,France,45,6
605,224,2021-06-17 06:01:15,59,605,Admin,France,31,224,Sales,France,45,6
605,224,2021-06-17 06:03:32,55,605,Admin,France,31,224,Sales,France,45,6
605,194,2021-06-17 06:09:37,83,605,Admin,France,31,194,Admin,US,28,6
605,74,2021-06-17 06:30:28,12,605,Admin,France,31,74,Admin,France,45,6
605,74,2021-06-17 06:30:46,75,605,Admin,France,31,74,Admin,France,45,6
605,263,2021-06-17 06:53:32,36,605,Admin,France,31,263,Operations,France,35,6
605,263,2021-06-17 06:57:43,47,605,Admin,France,31,263,Operations,France,35,6
605,263,2021-06-17 07:00:08,36,605,Admin,France,31,263,Operations,France,35,6
605,263,2021-06-17 07:04:10,51,605,Admin,France,31,263,Operations,France,35,6
705,825,2021-06-17 07:07:12,30,705,Admin,US,59,825,IT,US,59,6
586,504,2021-06-17 07:13:11,33,586,Operations,France,38,504,Operations,France,22,6
605,74,2021-06-17 07:15:59,70,605,Admin,France,31,74,Admin,France,45,6
386,343,2021-06-17 07:18:24,54,386,Admin,Germany,47,343,Sales,France,36,6
386,790,2021-06-17 07:19:42,59,386,Admin,Germany,47,790,Admin,France,54,6
605,32,2021-06-17 07:21:39,46,605,Admin,France,31,32,Sales,UK,54,6
586,244,2021-06-17 07:22:33,32,586,Operations,France,38,244,Sales,US,52,6
605,32,2021-06-17 07:24:30,69,605,Admin,France,31,32,Sales,UK,54,6
605,32,2021-06-17 07:26:35,81,605,Admin,France,31,32,Sales,UK,54,6
605,32,2021-06-17 07:28:11,58,605,Admin,France,31,32,Sales,UK,54,6
128,372,2021-06-17 07:41:46,21,128,Sales,France,47,372,Operations,France,49,6
605,32,2021-06-17 07:44:09,74,605,Admin,France,31,32,Sales,UK,54,6
605,32,2021-06-17 07:47:06,81,605,Admin,France,31,32,Sales,UK,54,6
605,73,2021-06-17 07:47:58,57,605,Admin,France,31,73,Admin,US,56,6
128,372,2021-06-17 07:51:08,36,128,Sales,France,47,372,Operations,France,49,6
337,769,2021-06-17 08:08:31,15,337,Sales,US,37,769,Admin,US,34,6
128,372,2021-06-17 08:08:56,82,128,Sales,France,47,372,Operations,France,49,6
605,337,2021-06-17 08:13:15,39,605,Admin,France,31,337,Sales,US,37,6
598,644,2021-06-17 08:39:57,29,598,Operations,US,38,644,Sales,US,54,6
598,68,2021-06-17 08:40:20,54,598,Operations,US,38,68,Admin,France,50,6
598,124,2021-06-17 08:44:32,83,598,Operations,US,38,124,Marketing,US,53,6
643,638,2021-06-17 08:54:06,15,643,Admin,US,49,638,Sales,Germany,40,6
605,557,2021-06-17 09:00:20,52,605,Admin,France,31,557,Admin,US,30,6
605,29,2021-06-17 09:03:53,24,605,Admin,France,31,29,Admin,France,33,6
605,795,2021-06-17 09:10:53,45,605,Admin,France,31,795,Sales,UK,41,6
605,557,2021-06-17 09:14:31,60,605,Admin,France,31,557,Admin,US,30,6
605,29,2021-06-17 09:15:17,78,605,Admin,France,31,29,Admin,France,33,6
605,263,2021-06-17 09:16:16,69,605,Admin,France,31,263,Operations,France,35,6
605,29,2021-06-17 09:21:16,36,605,Admin,France,31,29,Admin,France,33,6
605,557,2021-06-17 09:22:16,35,605,Admin,France,31,557,Admin,US,30,6
586,832,2021-06-17 09:24:57,78,586,Operations,France,38,832,Sales,France,30,6
605,557,2021-06-17 09:29:31,10,605,Admin,France,31,557,Admin,US,30,6
605,32,2021-06-17 09:31:35,86,605,Admin,France,31,32,Sales,UK,54,6
605,596,2021-06-17 09:33:10,56,605,Admin,France,31,596,Operations,UK,45,6
605,557,2021-06-17 09:37:05,60,605,Admin,France,31,557,Admin,US,30,6
605,462,2021-06-17 09:39:01,47,605,Admin,France,31,462,Operations,Germany,53,6
605,557,2021-06-17 09:41:47,64,605,Admin,France,31,557,Admin,US,30,6
605,462,2021-06-17 09:43:04,18,605,Admin,France,31,462,Operations,Germany,53,6
605,462,2021-06-17 09:47:36,84,605,Admin,France,31,462,Operations,Germany,53,6
605,557,2021-06-17 09:48:37,14,605,Admin,France,31,557,Admin,US,30,6
605,462,2021-06-17 09:50:38,60,605,Admin,France,31,462,Operations,Germany,53,6
605,462,2021-06-17 09:56:02,10,605,Admin,France,31,462,Operations,Germany,53,6
605,462,2021-06-17 10:03:18,75,605,Admin,France,31,462,Operations,Germany,53,6
605,29,2021-06-17 10:11:27,34,605,Admin,France,31,29,Admin,France,33,6
605,29,2021-06-17 10:14:49,72,605,Admin,France,31,29,Admin,France,33,6
605,640,2021-06-17 10:16:01,66,605,Admin,France,31,640,Admin,US,24,6
605,704,2021-06-17 10:16:19,65,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:16:52,84,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:17:16,64,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:17:36,75,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:20:16,44,605,Admin,France,31,704,Operations,US,30,6
605,462,2021-06-17 10:20:48,84,605,Admin,France,31,462,Operations,Germany,53,6
605,442,2021-06-17 10:21:45,75,605,Admin,France,31,442,Operations,Brasil,57,6
605,704,2021-06-17 10:22:38,51,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:23:08,55,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:25:23,18,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:26:21,86,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:27:08,13,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:27:38,41,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:28:03,52,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:30:21,30,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:31:51,54,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:33:23,54,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:33:47,36,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:35:22,86,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:38:01,39,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:39:04,13,605,Admin,France,31,704,Operations,US,30,6
605,372,2021-06-17 10:39:50,84,605,Admin,France,31,372,Operations,France,49,6
605,704,2021-06-17 10:41:17,74,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:42:31,21,605,Admin,France,31,704,Operations,US,30,6
605,372,2021-06-17 10:43:08,40,605,Admin,France,31,372,Operations,France,49,6
605,704,2021-06-17 10:45:15,44,605,Admin,France,31,704,Operations,US,30,6
605,372,2021-06-17 10:45:30,51,605,Admin,France,31,372,Operations,France,49,6
605,704,2021-06-17 10:46:31,64,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:46:55,13,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:47:48,18,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:48:45,10,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:51:23,51,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:53:36,11,605,Admin,France,31,704,Operations,US,30,6
605,317,2021-06-17 10:55:01,21,605,Admin,France,31,317,Operations,US,37,6
605,704,2021-06-17 10:55:39,27,605,Admin,France,31,704,Operations,US,30,6
605,704,2021-06-17 10:57:57,88,605,Admin,France,31,704,Operations,US,30,6
605,681,2021-06-17 10:58:31,14,605,Admin,France,31,681,Engineering,Brasil,45,6
128,542,2021-06-17 11:25:12,30,128,Sales,France,47,542,Sales,Germany,45,6
128,542,2021-06-17 12:10:21,84,128,Sales,France,47,542,Sales,Germany,45,6
422,297,2021-06-17 12:24:32,30,422,Sales,Brasil,43,297,Operations,US,22,6
422,297,2021-06-17 12:25:01,76,422,Sales,Brasil,43,297,Operations,US,22,6
337,605,2021-06-17 18:03:04,79,337,Sales,US,37,605,Admin,France,31,6
509,364,2021-06-17 18:17:39,36,509,Admin,US,39,364,Sales,Germany,40,6
509,306,2021-06-17 18:22:11,33,509,Admin,US,39,306,Operations,France,46,6
586,504,2021-06-17 19:19:49,50,586,Operations,France,38,504,Operations,France,22,6
586,687,2021-06-17 19:20:33,88,586,Operations,France,38,687,Sales,US,36,6
586,244,2021-06-17 19:22:19,49,586,Operations,France,38,244,Sales,US,52,6
317,605,2021-06-17 19:58:46,27,317,Operations,US,37,605,Admin,France,31,6
337,771,2021-06-17 20:15:43,20,337,Sales,US,37,771,Engineering,France,40,6
337,777,2021-06-17 20:39:51,49,337,Sales,US,37,777,Sales,US,36,6
605,681,2021-06-17 21:03:24,57,605,Admin,France,31,681,Engineering,Brasil,45,6
605,73,2021-06-17 21:03:47,41,605,Admin,France,31,73,Admin,US,56,6
605,337,2021-06-17 21:04:25,71,605,Admin,France,31,337,Sales,US,37,6
605,704,2021-06-17 21:04:41,31,605,Admin,France,31,704,Operations,US,30,6
605,317,2021-06-17 21:05:05,20,605,Admin,France,31,317,Operations,US,37,6
586,244,2021-06-17 21:43:50,55,586,Operations,France,38,244,Sales,US,52,6
605,704,2021-06-17 21:59:08,67,605,Admin,France,31,704,Operations,US,30,6
469,463,2021-06-17 22:02:53,25,469,Operations,France,54,463,Sales,France,30,6
389,644,2021-06-17 23:09:13,53,389,Sales,France,39,644,Sales,US,54,6
389,640,2021-06-17 23:09:46,13,389,Sales,France,39,640,Admin,US,24,6
389,830,2021-06-17 23:10:20,58,389,Sales,France,39,830,Sales,Germany,51,6
605,350,2021-06-18 02:30:05,70,605,Admin,France,31,350,Admin,France,57,6
605,73,2021-06-18 03:21:25,13,605,Admin,France,31,73,Admin,US,56,6
605,704,2021-06-18 03:22:10,52,605,Admin,France,31,704,Operations,US,30,6
605,60,2021-06-18 03:23:12,10,605,Admin,France,31,60,Engineering,Germany,38,6
605,272,2021-06-18 03:24:44,36,605,Admin,France,31,272,Operations,US,47,6
605,73,2021-06-18 03:27:26,66,605,Admin,France,31,73,Admin,US,56,6
725,728,2021-06-18 04:03:56,12,725,Sales,Germany,30,728,Operations,US,43,6
128,715,2021-06-18 04:28:50,16,128,Sales,France,47,715,Operations,France,38,6
389,74,2021-06-18 04:37:16,73,389,Sales,France,39,74,Admin,France,45,6
389,830,2021-06-18 04:37:54,35,389,Sales,France,39,830,Sales,Germany,51,6
869,823,2021-06-18 05:17:31,70,869,Sales,France,38,823,Marketing,US,44,6
389,830,2021-06-18 05:51:41,74,389,Sales,France,39,830,Sales,Germany,51,6
776,793,2021-06-18 05:53:17,36,776,IT,US,49,793,Admin,US,34,6
776,401,2021-06-18 05:54:02,53,776,IT,US,49,401,Operations,Germany,47,6
469,806,2021-06-18 07:14:55,56,469,Operations,France,54,806,Sales,US,39,6
469,598,2021-06-18 07:19:10,82,469,Operations,France,54,598,Operations,US,38,6
422,391,2021-06-18 07:20:24,41,422,Sales,Brasil,43,391,IT,Germany,30,6
516,617,2021-06-18 08:17:22,36,516,Engineering,US,41,617,Operations,US,52,6
605,704,2021-06-18 08:42:14,87,605,Admin,France,31,704,Operations,US,30,6
605,103,2021-06-18 08:48:40,49,605,Admin,France,31,103,Sales,Brasil,23,6
605,103,2021-06-18 08:51:47,34,605,Admin,France,31,103,Sales,Brasil,23,6
605,103,2021-06-18 08:57:50,39,605,Admin,France,31,103,Sales,Brasil,23,6
605,770,2021-06-18 08:58:57,50,605,Admin,France,31,770,Admin,France,24,6
605,770,2021-06-18 09:00:34,11,605,Admin,France,31,770,Admin,France,24,6
605,103,2021-06-18 09:01:39,86,605,Admin,France,31,103,Sales,Brasil,23,6
605,770,2021-06-18 09:02:55,64,605,Admin,France,31,770,Admin,France,24,6
605,770,2021-06-18 09:05:26,84,605,Admin,France,31,770,Admin,France,24,6
605,254,2021-06-18 09:24:42,33,605,Admin,France,31,254,Sales,France,44,6
605,254,2021-06-18 09:27:12,27,605,Admin,France,31,254,Sales,France,44,6
605,254,2021-06-18 09:30:01,81,605,Admin,France,31,254,Sales,France,44,6
605,254,2021-06-18 09:31:19,14,605,Admin,France,31,254,Sales,France,44,6
605,254,2021-06-18 09:32:29,27,605,Admin,France,31,254,Sales,France,44,6
605,254,2021-06-18 09:34:47,48,605,Admin,France,31,254,Sales,France,44,6
605,254,2021-06-18 09:37:18,75,605,Admin,France,31,254,Sales,France,44,6
605,254,2021-06-18 09:38:39,14,605,Admin,France,31,254,Sales,France,44,6
605,881,2021-06-18 09:39:09,34,605,Admin,France,31,881,Sales,US,38,6
605,830,2021-06-18 09:40:27,34,605,Admin,France,31,830,Sales,Germany,51,6
605,830,2021-06-18 09:48:45,54,605,Admin,France,31,830,Sales,Germany,51,6
605,881,2021-06-18 09:49:20,73,605,Admin,France,31,881,Sales,US,38,6
605,254,2021-06-18 09:49:49,61,605,Admin,France,31,254,Sales,France,44,6
605,830,2021-06-18 09:53:51,13,605,Admin,France,31,830,Sales,Germany,51,6
605,881,2021-06-18 09:56:43,68,605,Admin,France,31,881,Sales,US,38,6
605,830,2021-06-18 09:57:39,65,605,Admin,France,31,830,Sales,Germany,51,6
605,73,2021-06-18 09:59:10,77,605,Admin,France,31,73,Admin,US,56,6
605,881,2021-06-18 09:59:45,14,605,Admin,France,31,881,Sales,US,38,6
605,830,2021-06-18 10:01:12,58,605,Admin,France,31,830,Sales,Germany,51,6
605,830,2021-06-18 10:03:51,82,605,Admin,France,31,830,Sales,Germany,51,6
605,830,2021-06-18 10:06:27,39,605,Admin,France,31,830,Sales,Germany,51,6
605,830,2021-06-18 10:09:57,32,605,Admin,France,31,830,Sales,Germany,51,6
605,881,2021-06-18 10:11:02,44,605,Admin,France,31,881,Sales,US,38,6
260,174,2021-06-18 10:16:03,68,260,Operations,US,48,174,Admin,France,29,6
605,830,2021-06-18 10:16:37,74,605,Admin,France,31,830,Sales,Germany,51,6
260,704,2021-06-18 10:16:44,29,260,Operations,US,48,704,Operations,US,30,6
260,103,2021-06-18 10:17:53,45,260,Operations,US,48,103,Sales,Brasil,23,6
605,830,2021-06-18 10:18:09,71,605,Admin,France,31,830,Sales,Germany,51,6
260,174,2021-06-18 10:18:59,55,260,Operations,US,48,174,Admin,France,29,6
605,830,2021-06-18 10:21:34,47,605,Admin,France,31,830,Sales,Germany,51,6
605,830,2021-06-18 10:23:54,19,605,Admin,France,31,830,Sales,Germany,51,6
260,283,2021-06-18 10:25:19,29,260,Operations,US,48,283,Operations,France,40,6
260,688,2021-06-18 10:26:10,85,260,Operations,US,48,688,IT,UK,30,6
260,250,2021-06-18 10:27:07,10,260,Operations,US,48,250,Engineering,US,51,6
605,830,2021-06-18 10:27:41,28,605,Admin,France,31,830,Sales,Germany,51,6
260,338,2021-06-18 10:27:53,40,260,Operations,US,48,338,Operations,US,47,6
605,830,2021-06-18 10:30:17,11,605,Admin,France,31,830,Sales,Germany,51,6
605,830,2021-06-18 10:33:11,57,605,Admin,France,31,830,Sales,Germany,51,6
605,830,2021-06-18 10:35:07,75,605,Admin,France,31,830,Sales,Germany,51,6
370,765,2021-06-18 10:44:06,50,370,Engineering,Germany,36,765,Sales,Brasil,35,6
317,605,2021-06-18 10:53:04,16,317,Operations,US,37,605,Admin,France,31,6
598,194,2021-06-18 11:33:05,16,598,Operations,US,38,194,Admin,US,28,6
734,400,2021-06-18 18:11:29,22,734,Sales,France,49,400,Sales,Germany,45,6
598,252,2021-06-18 19:38:52,29,598,Operations,US,38,252,Operations,Germany,56,6
598,830,2021-06-18 19:39:14,40,598,Operations,US,38,830,Sales,Germany,51,6
598,342,2021-06-18 19:40:32,13,598,Operations,US,38,342,Engineering,Brasil,50,6
598,469,2021-06-18 19:41:03,19,598,Operations,US,38,469,Operations,France,54,6
598,687,2021-06-18 19:41:34,86,598,Operations,US,38,687,Sales,US,36,6
598,68,2021-06-18 19:43:00,50,598,Operations,US,38,68,Admin,France,50,6
598,194,2021-06-18 19:43:53,69,598,Operations,US,38,194,Admin,US,28,6
260,9,2021-06-18 20:34:09,21,260,Operations,US,48,9,Admin,UK,32,6
173,400,2021-06-18 20:37:31,79,173,Sales,Germany,55,400,Sales,Germany,45,6
173,749,2021-06-18 20:44:51,49,173,Sales,Germany,55,749,IT,US,55,6
586,598,2021-06-18 21:39:17,55,586,Operations,France,38,598,Operations,US,38,6
509,364,2021-06-18 22:10:00,77,509,Admin,US,39,364,Sales,Germany,40,6
509,513,2021-06-18 22:10:54,61,509,Admin,US,39,513,Engineering,France,57,6
509,707,2021-06-18 22:13:35,58,509,Admin,US,39,707,Operations,France,36,6
586,768,2021-06-18 23:22:49,26,586,Operations,France,38,768,Operations,Germany,37,6
389,41,2021-06-18 23:47:43,27,389,Sales,France,39,41,IT,UK,56,6
389,640,2021-06-18 23:48:13,20,389,Sales,France,39,640,Admin,US,24,6
389,640,2021-06-18 23:49:28,72,389,Sales,France,39,640,Admin,US,24,6
389,242,2021-06-18 23:50:16,42,389,Sales,France,39,242,Admin,US,27,6
389,194,2021-06-18 23:50:50,40,389,Sales,France,39,194,Admin,US,28,6
389,830,2021-06-18 23:51:48,33,389,Sales,France,39,830,Sales,Germany,51,6
422,194,2021-06-19 00:56:13,76,422,Sales,Brasil,43,194,Admin,US,28,6
586,768,2021-06-19 04:10:00,80,586,Operations,France,38,768,Operations,Germany,37,6
128,629,2021-06-19 05:09:42,32,128,Sales,France,47,629,IT,US,38,6
128,629,2021-06-19 05:10:54,27,128,Sales,France,47,629,IT,US,38,6
734,131,2021-06-19 05:54:51,58,734,Sales,France,49,131,Admin,US,58,6
734,103,2021-06-19 05:56:00,35,734,Sales,France,49,103,Sales,Brasil,23,6
734,103,2021-06-19 06:04:32,31,734,Sales,France,49,103,Sales,Brasil,23,6
734,103,2021-06-19 06:07:05,13,734,Sales,France,49,103,Sales,Brasil,23,6
734,103,2021-06-19 06:12:00,38,734,Sales,France,49,103,Sales,Brasil,23,6
734,103,2021-06-19 06:14:04,87,734,Sales,France,49,103,Sales,Brasil,23,6
734,103,2021-06-19 06:15:58,86,734,Sales,France,49,103,Sales,Brasil,23,6
734,103,2021-06-19 06:23:52,31,734,Sales,France,49,103,Sales,Brasil,23,6
734,103,2021-06-19 06:28:48,27,734,Sales,France,49,103,Sales,Brasil,23,6
483,768,2021-06-19 08:08:53,56,483,Sales,France,25,768,Operations,Germany,37,6
422,386,2021-06-19 08:30:54,73,422,Sales,Brasil,43,386,Admin,Germany,47,6
422,768,2021-06-19 08:36:58,27,422,Sales,Brasil,43,768,Operations,Germany,37,6
422,835,2021-06-19 08:39:50,46,422,Sales,Brasil,43,835,Sales,France,47,6
237,711,2021-06-19 09:15:48,39,237,Operations,France,41,711,Sales,US,55,6
237,308,2021-06-19 09:50:29,68,237,Operations,France,41,308,Sales,Germany,39,6
725,928,2021-06-19 09:51:56,76,725,Sales,Germany,30,928,Admin,US,51,6
598,794,2021-06-19 10:00:37,40,598,Operations,US,38,794,IT,UK,25,6
725,928,2021-06-19 10:07:45,35,725,Sales,Germany,30,928,Admin,US,51,6
128,934,2021-06-19 10:22:25,60,128,Sales,France,47,934,Sales,France,23,6
370,278,2021-06-19 10:33:07,73,370,Engineering,Germany,36,278,Admin,Germany,24,6
408,254,2021-06-19 11:12:45,51,408,Admin,Germany,44,254,Sales,France,44,6
408,388,2021-06-19 11:16:39,53,408,Admin,Germany,44,388,Admin,France,49,6
408,388,2021-06-19 11:33:24,83,408,Admin,Germany,44,388,Admin,France,49,6
734,617,2021-06-19 20:41:07,30,734,Sales,France,49,617,Operations,US,52,6
586,308,2021-06-19 22:01:41,51,586,Operations,France,38,308,Sales,Germany,39,6
586,538,2021-06-19 22:06:11,41,586,Operations,France,38,538,Admin,UK,53,6
128,715,2021-06-19 23:04:17,49,128,Sales,France,47,715,Operations,France,38,6
725,928,2021-06-19 23:31:15,34,725,Sales,Germany,30,928,Admin,US,51,6
509,513,2021-06-19 23:41:45,40,509,Admin,US,39,513,Engineering,France,57,6
509,272,2021-06-19 23:42:10,63,509,Admin,US,39,272,Operations,US,47,6
586,308,2021-06-19 23:46:55,67,586,Operations,France,38,308,Sales,Germany,39,6
586,952,2021-06-19 23:49:35,61,586,Operations,France,38,952,Admin,Germany,36,6
725,928,2021-06-20 03:22:44,64,725,Sales,Germany,30,928,Admin,US,51,6
725,928,2021-06-20 03:53:37,46,725,Sales,Germany,30,928,Admin,US,51,6
725,928,2021-06-20 04:35:05,39,725,Sales,Germany,30,928,Admin,US,51,6
725,928,2021-06-20 05:02:08,63,725,Sales,Germany,30,928,Admin,US,51,6
725,928,2021-06-20 05:29:52,74,725,Sales,Germany,30,928,Admin,US,51,6
725,840,2021-06-20 05:41:41,39,725,Sales,Germany,30,840,Admin,US,36,6
734,617,2021-06-20 05:42:27,17,734,Sales,France,49,617,Operations,US,52,6
725,840,2021-06-20 06:02:28,84,725,Sales,Germany,30,840,Admin,US,36,6
725,840,2021-06-20 06:11:17,82,725,Sales,Germany,30,840,Admin,US,36,6
725,928,2021-06-20 06:14:40,21,725,Sales,Germany,30,928,Admin,US,51,6
586,952,2021-06-20 06:16:49,16,586,Operations,France,38,952,Admin,Germany,36,6
586,654,2021-06-20 06:19:09,71,586,Operations,France,38,654,Operations,France,22,6
